id;title;vote_average;vote_count;release_date;revenue;runtime;budget
849869;Kill Boksoon;6925;313;17/02/2023 00:00;0;137;0
1063422;The Strays;5507;296;17/02/2023 00:00;0;100;0
640146;Ant-Man and the Wasp: Quantumania;6431;4009;15/02/2023 00:00;476071180;125;200000000
717980;Sharper;7069;349;10/02/2023 00:00;0;115;0
772515;Huesera: The Bone Woman;5825;255;10/02/2023 00:00;0;93;0
703451;Your Place or Mine;63;596;10/02/2023 00:00;0;109;0
906221;Magic Mike's Last Dance;68;355;09/02/2023 00:00;52000000;112;45000000
967585;Alibi.com 2;6715;256;08/02/2023 00:00;0;88;0
1067282;Demon Slayer: Kimetsu no Yaiba -To the Swordsmith Village-;7384;310;03/02/2023 00:00;0;115;0
631842;Knock at the Cabin;6351;1828;01/02/2023 00:00;54708659;100;20000000
643215;Asterix & Obelix: The Middle Kingdom;4821;615;01/02/2023 00:00;0;112;72000000
840326;Sisu;7532;1325;27/01/2023 00:00;13009289;91;6200000
667216;Infinity Pool;6122;430;27/01/2023 00:00;5078400;118;4500000
980078;Winnie the Pooh: Blood and Honey;5492;835;27/01/2023 00:00;5200000;84;100000
842675;The Wandering Earth II;7238;357;22/01/2023 00:00;604380922;173;73801827
866413;You People;5737;562;20/01/2023 00:00;0;117;0
768362;Missing;7531;707;19/01/2023 00:00;45100756;111;7000000
877703;Teen Wolf: The Movie;7639;678;18/01/2023 00:00;0;140;0
296271;The Devil Conspiracy;6404;282;13/01/2023 00:00;0;111;0
646389;Plane;6997;1753;12/01/2023 00:00;51000000;107;25000000
843794;JUNG_E;625;507;12/01/2023 00:00;0;98;0
816904;Mummies;7193;373;05/01/2023 00:00;34200000;88;12300000
739405;Operation Fortune: Ruse de Guerre;6582;1047;04/01/2023 00:00;37846713;114;50000000
937278;A Man Called Otto;7814;1857;28/12/2022 00:00;108961677;126;50000000
536554;M3GAN;7219;3210;28/12/2022 00:00;179960167;102;12000000
758009;Shotgun Wedding;6321;972;28/12/2022 00:00;4495365;101;0
995133;The Boy, the Mole, the Fox and the Horse;8392;397;25/12/2022 00:00;0;34;0
619930;Narvik;6783;304;25/12/2022 00:00;0;108;8000000
777245;Women Talking;69;401;23/12/2022 00:00;7589419;104;0
615777;Babylon;7443;2244;22/12/2022 00:00;63363579;189;78000000
800815;The Pale Blue Eye;6901;1464;22/12/2022 00:00;0;130;72000000
919952;Il grande giorno;6276;252;22/12/2022 00:00;0;90;0
803700;The Eight Mountains;7703;502;21/12/2022 00:00;9494985;147;0
696157;Whitney Houston: I Wanna Dance with Somebody;704;323;20/12/2022 00:00;41000000;144;50000000
76600;Avatar: The Way of Water;7654;9830;14/12/2022 00:00;2320250281;192;460000000
573171;A Frozen Rooster;767;323;14/12/2022 00:00;0;91;0
785084;The Whale;7949;2917;09/12/2022 00:00;55101305;116;3000000
814757;Empire of Light;67;392;09/12/2022 00:00;11320643;115;0
315162;Puss in Boots: The Last Wish;8266;6394;07/12/2022 00:00;482129780;103;90000000
715931;Emancipation;79;946;02/12/2022 00:00;0;132;0
736526;Troll;6689;1494;01/12/2022 00:00;0;104;0
899112;Violent Night;7479;1595;30/11/2022 00:00;75734910;112;20000000
873126;My Name Is Vendetta;6712;505;30/11/2022 00:00;0;90;0
774752;The Guardians of the Galaxy Holiday Special;7225;1625;25/11/2022 00:00;0;45;0
668482;Roald Dahl's Matilda the Musical;6779;636;25/11/2022 00:00;35602350;117;25000000
876792;That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond;769;276;25/11/2022 00:00;11426555;108;0
744594;White Noise;558;549;25/11/2022 00:00;71476;136;100000000
821881;The Swimmers;7486;442;24/11/2022 00:00;0;134;0
736918;The Noel Diary;64;288;24/11/2022 00:00;0;99;0
653851;Devotion;7231;566;23/11/2022 00:00;20000000;139;90000000
877269;Strange World;6424;1062;23/11/2022 00:00;73621640;102;180000000
668461;Slumberland;7432;709;18/11/2022 00:00;0;117;35000000
791177;Bones and All;7135;1019;18/11/2022 00:00;14134907;131;18000000
338958;Disenchanted;6849;912;18/11/2022 00:00;0;120;0
457232;Lamborghini: The Man Behind the Legend;6337;322;18/11/2022 00:00;0;97;0
788752;Viking Wolf;574;258;18/11/2022 00:00;0;97;0
1001865;Scrooge: A Christmas Carol;67;361;18/11/2022 00:00;0;97;0
837881;She Said;7297;391;17/11/2022 00:00;10632378;129;32000000
593643;The Menu;7197;3692;17/11/2022 00:00;79628200;107;35000000
823999;Diabolik - Ginko Attacks;6067;394;17/11/2022 00:00;1228459;111;0
1013860;R.I.P.D. 2: Rise of the Damned;6459;519;15/11/2022 00:00;0;102;0
661374;Glass Onion: A Knives Out Mystery;7059;4530;12/11/2022 00:00;13280000;140;40000000
916224;Suzume;7967;684;11/11/2022 00:00;321092572;123;0
804095;The Fabelmans;7723;1755;11/11/2022 00:00;45598614;151;40000000
632856;Spirited;7029;444;10/11/2022 00:00;0;127;75000000
806368;The Son;6673;281;10/11/2022 00:00;3564844;123;0
948276;Lost Bullet 2;6554;317;10/11/2022 00:00;0;98;0
833097;Falling for Christmas;6283;612;10/11/2022 00:00;0;95;0
555604;Guillermo del Toro's Pinocchio;8179;2464;09/11/2022 00:00;0;117;35000000
505642;Black Panther: Wakanda Forever;7193;5475;09/11/2022 00:00;859102154;162;250000000
829280;Enola Holmes 2;7547;2166;04/11/2022 00:00;0;129;0
760099;Living;70;265;04/11/2022 00:00;6999027;102;10000000
823766;The Wonder;6645;662;02/11/2022 00:00;0;108;0
901563;Close;7787;497;01/11/2022 00:00;3129968;104;0
892515;Masquerade;689;314;01/11/2022 00:00;6667598;142;14000000
979924;On the Line;6155;387;31/10/2022 00:00;0;104;0
595586;Causeway;6646;339;28/10/2022 00:00;0;96;0
615952;Armageddon Time;658;325;28/10/2022 00:00;6100000;114;15000000
962232;Beyond the Universe;7958;261;27/10/2022 00:00;0;126;0
930921;Strangeness;6925;266;27/10/2022 00:00;0;103;0
676547;Prey for the Devil;7064;778;23/10/2022 00:00;37655699;93;0
965150;Aftersun;7716;877;21/10/2022 00:00;4785157;102;0
511817;Wendell & Wild;67;266;21/10/2022 00:00;0;107;0
674324;The Banshees of Inisherin;7474;2080;20/10/2022 00:00;49262687;114;20000000
744114;My Policeman;78;581;20/10/2022 00:00;0;113;0
779782;The School for Good and Evil;7117;1046;19/10/2022 00:00;0;146;0
436270;Black Adam;7014;5467;19/10/2022 00:00;393252111;124;200000000
541134;The Good Nurse;6933;1048;19/10/2022 00:00;0;121;0
1040330;Black Adam: Saviour or Destroyer?;6998;404;15/10/2022 00:00;0;22;0
864959;The Curse of Bridge Hollow;6636;386;14/10/2022 00:00;0;89;0
919573;The Innocent;6895;256;12/10/2022 00:00;5175806;95;4000000
616820;Halloween Ends;6212;1413;12/10/2022 00:00;104361355;111;20000000
1024530;Grimcutty;5237;312;10/10/2022 00:00;0;101;0
49046;All Quiet on the Western Front;7749;3127;07/10/2022 00:00;0;147;20000000
848058;Piggy;6729;455;07/10/2022 00:00;380512;99;2400000
830784;Lyle, Lyle, Crocodile;72;465;07/10/2022 00:00;104088441;106;50000000
851644;20th Century Girl;8264;517;06/10/2022 00:00;0;119;119
890980;God's Crooked Lines;7361;532;06/10/2022 00:00;0;155;0
663712;Terrifier 2;6832;1393;06/10/2022 00:00;15065239;138;250000
823951;November;7173;571;05/10/2022 00:00;18114769;105;17700000
723419;Mr. Harrigan's Phone;6467;688;05/10/2022 00:00;0;105;0
597922;The Greatest Beer Run Ever;7675;553;30/09/2022 00:00;0;126;2800000
642885;Hocus Pocus 2;7338;1458;30/09/2022 00:00;0;107;30000000
799546;Luckiest Girl Alive;6557;716;30/09/2022 00:00;0;113;0
614939;Bros;689;403;30/09/2022 00:00;14800000;115;22000000
714888;Argentina, 1985;7964;508;29/09/2022 00:00;871621;141;0
797840;Dry;6443;261;29/09/2022 00:00;1907869;124;0
338947;Hellraiser;6296;626;28/09/2022 00:00;0;121;14000000
1027014;Entergalactic;77;282;28/09/2022 00:00;0;94;0
1029119;Minions & More 1;6942;258;27/09/2022 00:00;0;48;0
664469;Amsterdam;6066;1158;27/09/2022 00:00;31245810;134;80000000
894205;Werewolf by Night;702;1031;25/09/2022 00:00;0;55;0
429473;Lou;6597;565;23/09/2022 00:00;0;107;0
817758;TÁR;72;904;23/09/2022 00:00;29182623;158;35000000
882598;Smile;67;2352;23/09/2022 00:00;216135048;115;17000000
846433;The Enforcer;72;342;22/09/2022 00:00;0;91;1261569
799379;Project Wolf Hunting;6411;259;21/09/2022 00:00;0;122;9000000
619730;Don't Worry Darling;681;1911;21/09/2022 00:00;86669039;123;35000000
497828;Triangle of Sadness;7125;1631;18/09/2022 00:00;24733572;147;15600000
724495;The Woman King;7749;1723;16/09/2022 00:00;97250903;135;50000000
949423;Pearl;7297;989;16/09/2022 00:00;9423445;102;1000000
301502;Blonde;6079;1147;16/09/2022 00:00;0;167;22000000
814800;Goodnight Mommy;62;342;16/09/2022 00:00;0;91;0
717728;Jeepers Creepers: Reborn;5591;870;15/09/2022 00:00;6175213;88;5000000
772071;Cuando Sea Joven;8436;256;14/09/2022 00:00;0;115;0
762968;Do Revenge;6376;704;14/09/2022 00:00;0;118;0
852046;Athena;6644;617;09/09/2022 00:00;0;97;0
960875;The Chalk Line;6431;270;09/09/2022 00:00;0;106;0
766475;See How They Run;6392;851;09/09/2022 00:00;21921551;98;40000000
911129;No Limit;6167;255;09/09/2022 00:00;0;119;10503445
773975;End of the Road;6118;284;09/09/2022 00:00;0;89;0
828613;About Fate;7366;257;08/09/2022 00:00;0;100;0
913290;Barbarian;6916;1711;08/09/2022 00:00;45352337;103;4500000
1015606;Obi-Wan Kenobi: A Jedi's Return;6799;958;08/09/2022 00:00;0;60;0
928344;Weird: The Al Yankovic Story;6733;292;08/09/2022 00:00;0;108;12000000
551271;Medieval;712;405;08/09/2022 00:00;4311284;126;23000000
800939;Ticket to Paradise;66;840;08/09/2022 00:00;168763270;104;20000000
532639;Pinocchio;6425;1433;07/09/2022 00:00;0;105;0
814338;Lady Chatterley's Lover;6583;308;02/09/2022 00:00;0;126;0
934756;Love in the Villa;6015;301;01/09/2022 00:00;0;114;0
990691;Loving Adults;6317;262;26/08/2022 00:00;0;106;0
862551;Me Time;5926;751;26/08/2022 00:00;0;104;0
629176;Samaritan;68;1756;25/08/2022 00:00;0;102;100000000
676701;Tad, the Lost Explorer and the Emerald Tablet;7601;263;24/08/2022 00:00;0;89;0
556694;Three Thousand Years of Longing;6944;960;24/08/2022 00:00;20282422;108;60000000
744276;After Ever Happy;6843;992;24/08/2022 00:00;12467270;95;0
830788;The Invitation;6242;621;24/08/2022 00:00;33628000;105;10000000
852448;I Came By;6292;579;19/08/2022 00:00;0;110;0
829560;The Next 365 Days;651;860;19/08/2022 00:00;0;112;0
976720;Vesper;6472;418;17/08/2022 00:00;889529;112;0
805327;Look Both Ways;6907;560;16/08/2022 00:00;0;110;0
862965;Emily the Criminal;6804;601;12/08/2022 00:00;2157673;97;2000000
791155;Secret Headquarters;6651;298;12/08/2022 00:00;0;104;0
755566;Day Shift;684;1692;12/08/2022 00:00;0;113;0
985939;Fall;7253;3217;11/08/2022 00:00;16120263;107;3000000
760741;Beast;6728;1264;11/08/2022 00:00;56000000;93;0
1010821;Groot Takes a Bath;7123;306;10/08/2022 00:00;0;6;0
1010818;Groot's First Steps;7018;303;10/08/2022 00:00;0;6;0
900667;One Piece Film Red;7346;733;06/08/2022 00:00;150797338;115;0
585511;Luck;7841;1443;05/08/2022 00:00;0;105;0
518896;Warriors of Future;7209;335;05/08/2022 00:00;100730000;101;0
800345;Carter;6108;311;05/08/2022 00:00;0;132;0
520023;Bodies Bodies Bodies;63;737;05/08/2022 00:00;13905020;94;0
718930;Bullet Train;7495;4804;03/08/2022 00:00;239268602;126;90000000
626872;Emergency Declaration;762;267;03/08/2022 00:00;19200000;140;18052672
766507;Prey;7762;5821;02/08/2022 00:00;0;100;65000000
762975;Purple Hearts;8155;2120;29/07/2022 00:00;0;122;0
683340;Vengeance;6649;268;29/07/2022 00:00;4225720;108;0
838330;Not Okay;64;367;29/07/2022 00:00;0;100;0
760161;Orphan: First Kill;6716;1833;27/07/2022 00:00;9572765;99;0
539681;DC League of Super-Pets;73;1336;27/07/2022 00:00;203000000;105;90000000
929170;Honor Society;7759;311;23/07/2022 00:00;0;97;20000000
848685;The Beasts;7503;520;20/07/2022 00:00;10238603;138;3900000
762504;Nope;69;3268;20/07/2022 00:00;170823080;130;68000000
698948;Thirteen Lives;79;1054;18/07/2022 00:00;0;147;55000000
682507;Where the Crawdads Sing;7552;1322;14/07/2022 00:00;144353965;126;24000000
925102;The Night of the 12th;7054;444;13/07/2022 00:00;3467232;114;0
725201;The Gray Man;6979;3124;13/07/2022 00:00;454023;128;200000000
938008;The Killer;79;291;13/07/2022 00:00;595112;95;0
809107;Z-O-M-B-I-E-S 3;7513;340;09/07/2022 00:00;0;88;36000000
968739;Dangerous Liaisons;584;256;08/07/2022 00:00;0;109;0
616037;Thor: Love and Thunder;6517;6510;06/07/2022 00:00;760928081;119;250000000
820912;Persuasion;60;499;01/07/2022 00:00;0;108;0
705996;Decision to Leave;7408;894;29/06/2022 00:00;16914773;138;0
438148;Minions: The Rise of Gru;7379;3060;29/06/2022 00:00;939628210;87;85000000
560057;The Sea Beast;7446;1256;24/06/2022 00:00;0;119;0
869626;Marcel the Shell with Shoes On;774;371;24/06/2022 00:00;6000000;90;0
756999;The Black Phone;7701;4158;22/06/2022 00:00;161440742;103;17000000
614934;Elvis;7593;2789;22/06/2022 00:00;288670284;159;85000000
615469;Spiderhead;5819;1359;17/06/2022 00:00;0;106;0
758330;Good Luck to You, Leo Grande;6982;355;16/06/2022 00:00;7589829;97;0
759175;The Princess;69;708;16/06/2022 00:00;0;94;0
846867;Mad God;69;250;16/06/2022 00:00;322619;84;250000
735697;Incredible But True;5991;279;15/06/2022 00:00;2329813;74;4340000
718789;Lightyear;71;3053;15/06/2022 00:00;226425420;105;200000000
610150;Dragon Ball Super: Super Hero;7917;2552;11/06/2022 00:00;86562140;99;0
736732;Broker;72;312;08/06/2022 00:00;18632208;129;0
705861;Hustle;7787;2197;03/06/2022 00:00;0;118;0
807356;Watcher;6512;647;03/06/2022 00:00;2543216;96;5000000
507086;Jurassic World Dominion;6787;5225;01/06/2022 00:00;1001978080;147;165000000
504827;The Bob's Burgers Movie;6978;252;26/05/2022 00:00;34148750;102;38000000
831946;Interceptor;6138;641;26/05/2022 00:00;0;98;0
819876;Crimes of the Future;617;867;25/05/2022 00:00;4400000;107;27000000
361743;Top Gun: Maverick;826;7546;24/05/2022 00:00;1488732821;131;170000000
820067;The Quintessential Quintuplets Movie;8349;328;20/05/2022 00:00;17288993;136;0
420821;Chip 'n Dale: Rescue Rangers;7013;1079;20/05/2022 00:00;0;99;0
780609;Men;6222;798;20/05/2022 00:00;7168717;100;0
828853;Jackass 4.5;65;283;20/05/2022 00:00;0;90;0
934761;A Perfect Pairing;6934;470;19/05/2022 00:00;0;101;0
852438;Final Cut;70;325;18/05/2022 00:00;2046233;110;4300000
811656;Monstrous;6038;250;13/05/2022 00:00;138450;89;0
960258;Shark Bait;5773;262;13/05/2022 00:00;0;87;0
961484;Last Seen Alive;6512;781;12/05/2022 00:00;5950199;95;0
532710;Firestarter;5679;570;12/05/2022 00:00;15039250;94;12000000
810171;The Valet;7618;456;11/05/2022 00:00;0;124;0
800937;Senior Year;5944;700;11/05/2022 00:00;0;112;0
778106;Along for the Ride;6755;300;06/05/2022 00:00;0;106;0
785985;The Takedown;6023;413;06/05/2022 00:00;0;119;0
453395;Doctor Strange in the Multiverse of Madness;7355;7991;04/05/2022 00:00;955775804;126;200000000
966220;Sniper: The White Raven;77;516;03/05/2022 00:00;0;120;1000000
860159;Crush;7537;361;29/04/2022 00:00;0;92;0
818397;Memory;6883;1293;28/04/2022 00:00;13897255;114;30000000
820446;Downton Abbey: A New Era;7206;381;27/04/2022 00:00;88000000;125;40000000
829557;365 Days: This Day;584;1207;27/04/2022 00:00;0;111;0
648579;The Unbearable Weight of Massive Talent;6801;1499;20/04/2022 00:00;29116320;107;30000000
838484;Choose or Die;5321;665;15/04/2022 00:00;0;85;0
809140;Father Stu;7241;462;13/04/2022 00:00;21591034;124;4000000
739993;Metal Lords;6887;549;08/04/2022 00:00;0;97;0
675353;Sonic the Hedgehog 2;757;4225;08/04/2022 00:00;405421518;123;110000000
294793;All the Old Knives;603;444;08/04/2022 00:00;0;101;0
950445;Return to Space;6514;634;07/04/2022 00:00;0;128;0
639933;The Northman;71;3589;07/04/2022 00:00;69633110;137;70000000
338953;Fantastic Beasts: The Secrets of Dumbledore;6721;3816;06/04/2022 00:00;406950844;142;200000000
661231;Operation Mincemeat;6515;542;01/04/2022 00:00;0;128;0
526896;Morbius;6115;3693;30/03/2022 00:00;167500000;105;75000000
771077;Rise;753;333;30/03/2022 00:00;11196824;117;7780000
758724;The Cellar;6607;401;25/03/2022 00:00;0;94;0
765119;The Bubble;47;383;25/03/2022 00:00;0;127;0
545611;Everything Everywhere All at Once;7822;5210;24/03/2022 00:00;139200000;140;25000000
579974;RRR;7811;1068;24/03/2022 00:00;160000000;186;69000000
629015;Shut In;6935;315;24/03/2022 00:00;304106;90;0
752623;The Lost City;66;2964;24/03/2022 00:00;192907684;112;74000000
864370;Incantation;6854;524;18/03/2022 00:00;5700000;111;0
760868;Black Crab;6251;702;18/03/2022 00:00;0;109;0
619979;Deep Water;58;1114;18/03/2022 00:00;0;116;4
629542;The Bad Guys;7629;1666;17/03/2022 00:00;250162278;100;80000000
921655;Rescued by Ruby;7527;256;17/03/2022 00:00;0;93;0
654895;Run to You;6836;329;17/03/2022 00:00;0;113;0
833339;Speak No Evil;6674;385;17/03/2022 00:00;623462;97;3000000
760104;X;68;2235;17/03/2022 00:00;14779858;106;10000000
763285;Ambulance;67;1714;16/03/2022 00:00;51783040;136;40000000
836225;The Exorcism of God;7127;909;11/03/2022 00:00;0;98;1500000
696806;The Adam Project;7052;3799;11/03/2022 00:00;0;106;116000000
613093;Valley of the Dead;6265;260;11/03/2022 00:00;0;101;0
850018;Windfall;5374;364;11/03/2022 00:00;0;92;0
508947;Turning Red;7442;4484;10/03/2022 00:00;18879922;100;190000000
628900;The Contractor;64;748;10/03/2022 00:00;2122288;103;0
884971;Goliath;6914;296;09/03/2022 00:00;0;121;0
517302;Hatching;6235;304;04/03/2022 00:00;490000;91;3896000
787752;Fresh;7014;1280;03/03/2022 00:00;0;114;0
840882;The Weekend Away;5998;603;03/03/2022 00:00;0;90;0
414906;The Batman;7705;8584;01/03/2022 00:00;770945583;177;185000000
585083;Hotel Transylvania: Transformania;6998;1642;25/02/2022 00:00;0;92;0
833425;No Exit;6953;985;25/02/2022 00:00;0;96;0
928381;Restless;6071;337;25/02/2022 00:00;0;95;0
799876;The Outfit;713;784;25/02/2022 00:00;4026709;105;0
801071;The Jack in the Box: Awakening;6377;297;24/02/2022 00:00;195189;89;0
924482;The Ledge;6497;286;18/02/2022 00:00;0;86;2500000
632727;Texas Chainsaw Massacre;5208;1243;18/02/2022 00:00;0;83;20000000
626735;Dog;7352;1293;17/02/2022 00:00;84774243;102;20000000
890656;Fistful of Vengeance;5523;261;17/02/2022 00:00;0;97;0
912598;Bubble;745;350;14/02/2022 00:00;0;101;0
927855;Love Tactics;7238;261;11/02/2022 00:00;0;97;0
772272;Tall Girl 2;5734;314;11/02/2022 00:00;0;97;24393503
818750;The In Between;739;630;11/02/2022 00:00;0;116;0
665828;Bigbug;528;358;11/02/2022 00:00;0;111;14000000
335787;Uncharted;7002;5066;10/02/2022 00:00;407141258;116;120000000
836009;Against the Ice;6766;467;10/02/2022 00:00;0;101;0
680860;I Want You Back;6321;263;10/02/2022 00:00;0;117;0
823625;Blacklight;6226;950;10/02/2022 00:00;15902207;104;43000000
800510;Kimi;62;741;10/02/2022 00:00;0;89;3500000
615904;Marry Me;6782;836;09/02/2022 00:00;44000000;112;23000000
505026;Death on the Nile;6463;3039;09/02/2022 00:00;137307235;127;90000000
740460;The Wannabes;6218;264;09/02/2022 00:00;2627605;102;0
818647;Through My Window;7395;2753;04/02/2022 00:00;0;112;0
406759;Moonfall;6355;2650;03/02/2022 00:00;67295363;131;146000000
923632;The Tinder Swindler;6988;864;02/02/2022 00:00;0;114;0
746333;Superwho?;6394;433;02/02/2022 00:00;7375119;82;0
656663;Jackass Forever;6876;668;01/02/2022 00:00;80340218;96;10000000
817648;Home Team;6729;669;28/01/2022 00:00;0;95;0
774825;The Ice Age Adventures of Buck Wild;6676;1560;28/01/2022 00:00;0;82;0
689700;Clean;6367;294;28/01/2022 00:00;0;93;0
661791;La Abuela (The Grandmother);5935;387;28/01/2022 00:00;1817696;101;3749231
803114;The Requin;4997;302;28/01/2022 00:00;130493;89;8500000
892153;Tom and Jerry Cowboy Up!;691;427;24/01/2022 00:00;0;75;0
920394;My Father's Violin;7947;314;21/01/2022 00:00;0;112;0
698508;Redeeming Love;7906;282;21/01/2022 00:00;9100000;134;0
245842;The King's Daughter;712;640;21/01/2022 00:00;2182492;94;40500000
790142;The Royal Treatment;6708;714;20/01/2022 00:00;0;96;0
926899;The House;7032;918;14/01/2022 00:00;0;97;0
916740;Brazen;4905;332;13/01/2022 00:00;0;94;0
760926;Gold;62;500;13/01/2022 00:00;176048;97;6500000
646385;Scream;6712;2739;12/01/2022 00:00;140041405;114;24000000
