id,replyCount,likeCount,publishedAt,authorName,text,isReply,isReplyTo,isReplyToName
6eae8466cf71d61ffc9c5cae359a946be4e30988,9,3469,"2023-05-31 14:20:14",2566dcc956682aa87c0b9b2e9dab284070274c39,"Bro Ken is just having the time of his life in every scene. The guy lives like he just vibes his whole life",0,,
dcc410e4e0bbf5de8857bb03b4640932f63386d3,,4,"2023-06-04 14:45:45",9578eee915a3568ce065718f814b952146ffa87c,"@@Ann-dt3xw How do you know he had fun doing it? And do you love something like that, vicariously?",1,6eae8466cf71d61ffc9c5cae359a946be4e30988,2566dcc956682aa87c0b9b2e9dab284070274c39
1f792ab4c938eb220494fba5d9d4819587f8dca2,,23,"2023-06-04 14:50:05",a2e80eab18ffb7c994314ed9933e1e0583cdfd6f,"@@jeanlundi2141 he's right, i had fun doing it",1,6eae8466cf71d61ffc9c5cae359a946be4e30988,2566dcc956682aa87c0b9b2e9dab284070274c39
1b169da0e8c9ad44c5e858e24c4d5a4316db1b42,,6,"2023-06-04 14:51:49",75b2bfb68447f68afb6118c6b6f39710cf9c56d6,"​@@jeanlundi2141 he's an actor, I would expect he had fun doing what he loves",1,6eae8466cf71d61ffc9c5cae359a946be4e30988,2566dcc956682aa87c0b9b2e9dab284070274c39
42f935b8acb0fefaa5cbd7797f1f0e4a9bb81673,,6,"2023-06-04 14:51:50",2c6489209634ae0d28bc00086714101b47ceebe5,"@@jeanlundi2141 you fukin see his interview",1,6eae8466cf71d61ffc9c5cae359a946be4e30988,2566dcc956682aa87c0b9b2e9dab284070274c39
0d578d241cea58901a10f46a4244e72883ec8bce,,0,"2023-06-04 15:18:13",9578eee915a3568ce065718f814b952146ffa87c,"@@extrathiccbeans Really? So actors all love their gigs? :)",1,6eae8466cf71d61ffc9c5cae359a946be4e30988,2566dcc956682aa87c0b9b2e9dab284070274c39
1c52b3bc84ab2e999a113347345d694887b399d7,,2,"2023-06-04 21:03:15",65625085838c0fcbc062dc494d85677ad345b03d,Goal,1,6eae8466cf71d61ffc9c5cae359a946be4e30988,2566dcc956682aa87c0b9b2e9dab284070274c39
0fa63f08becb0c4077b0b065560099f0d3206948,,1,"2023-06-06 13:42:25",c96de4891dcb818e29edab6ad3c0ac1681806e35,"I mean if I had Barbie/Margot Robie 🤷‍♂️",1,6eae8466cf71d61ffc9c5cae359a946be4e30988,2566dcc956682aa87c0b9b2e9dab284070274c39
dce279c5b3d8d56ae623a9bf3b255b22eb0a63e2,,0,"2024-04-22 01:16:21",5e0c3561d43e53474c7ea42e4034565ba5755d1f,"I just did a movie commentary on my channel and this is BASICALLY WHAT I SAID. Ken made the movie so much better in my opinion. And ALAN",1,6eae8466cf71d61ffc9c5cae359a946be4e30988,2566dcc956682aa87c0b9b2e9dab284070274c39
0f37dd830edc8d639a4c82627663ffe003503cff,,0,"2024-08-26 03:32:58",fa6e91b17a0e6ea6ab22e56bbba54b09c28c8bbd,"@@zack8865 Are u ken or sm?",1,6eae8466cf71d61ffc9c5cae359a946be4e30988,2566dcc956682aa87c0b9b2e9dab284070274c39
a35b5310ea65fbb3432aa276f0963f52159d2cd3,8,7298,"2023-05-28 20:46:17",bb9d0e2fa3012b7e7c25235bf1a86da6758ed781,"im obsessed with the dream houses being completely open so theyre easy to play in and the shower despite having no water is being treated like it does. its all perfect.",0,,
802d8655c01097ee38e009bbf87f77833e5964c0,,10,"2023-05-29 20:14:53",c9639a846f26958863b8fd06ebdf5937d0799b64,"Beauty and Fashion Minecraft Village?! Barbie Farmer Villager 👩‍🌾?! And Barbie Villagers?! With green lucky charming grass 🍀?!",1,a35b5310ea65fbb3432aa276f0963f52159d2cd3,bb9d0e2fa3012b7e7c25235bf1a86da6758ed781
16b8fde09613d3b85c6a2a2becc2ec7ee73b81f9,,0,"2023-05-30 06:40:57",49f6e3264f5af270508267fbb14e5a3dc6553b34,"How bloody old are you 5 or summink? 😅",1,a35b5310ea65fbb3432aa276f0963f52159d2cd3,bb9d0e2fa3012b7e7c25235bf1a86da6758ed781
31e71c978d2e2e06819c29b7cde3066cc62254ea,,2,"2023-05-30 18:46:31",7cf3080788719e453be3de24455b06d6918ff46a,"Ryan Gosling trong vai Ken là tất cả những gì tôi cần trong đời.",1,a35b5310ea65fbb3432aa276f0963f52159d2cd3,bb9d0e2fa3012b7e7c25235bf1a86da6758ed781
75e58488a0e92d0ecd5573b3d473ecf212dfa8dc,,17,"2023-05-30 20:42:37",dffd30a6bfc8b1a5328c86224cd67d127e875f85,"The Barbie movie looks like my daughter's playroom. When she got to be the age to REALLY play with Barbie, she inherited ALL the Dreamhouses from my parent's attic. My mom's, my two, my sisters two, all the assorted vehicles and pools and stables and offices and salons and ice cream shoppe stands and restaurants, that had been carefully packed away from our childhoods. And then when my sister-in-law's mom downsized her house, we also got my sister-in-law's 2 dream houses, vet center, beach house, party bus, and RV camper. So basically, my kid didn't just get a dream house, she got a whole neighborhood! We ended up having to move all her other toys to the living room, because the playroom was entirely taken over by BarbieLand and also a legacy collection of Transformers. 🤣🤣🤣",1,a35b5310ea65fbb3432aa276f0963f52159d2cd3,bb9d0e2fa3012b7e7c25235bf1a86da6758ed781
8dba937eb42383a0d96c9bc8d1a9f0b109e131c8,,7,"2023-05-30 20:57:21",9328d650c998cda232eb1cfc8b0989bf55854bb9,"@@MsGingerBread0216that is so cool!!! I’m no kid anymore but I still wanna visit your living room",1,a35b5310ea65fbb3432aa276f0963f52159d2cd3,bb9d0e2fa3012b7e7c25235bf1a86da6758ed781
d452445d92672e401093a275d8eb30bd918ec7bb,,2,"2023-06-02 01:50:16",c9639a846f26958863b8fd06ebdf5937d0799b64,"Minecraft PE?!: Princess Peach Villagers and Barbie Villagers Beauty and Fashion 🍑?! 🌸?! 💖?! 👠?! 💗?! 🖤?!",1,a35b5310ea65fbb3432aa276f0963f52159d2cd3,bb9d0e2fa3012b7e7c25235bf1a86da6758ed781
bdc41abe1ed259a48578242565857288e2102aa3,,1,"2023-07-22 18:30:12",2269600d3902214aa6fdfc9cd9f2063a69f78bb8,"​​@@MsGingerBread0216 wow, your little girl is very lucky to have all those Barbie playsets. If my bedroom wasn't a small room, I'd have enough room for a Barbie Dreamhouse. My cousin got a Barbie pool with a dog for her 4th birthday in 2012, it was so much fun to play with at her party, she still has it and she's 15 now. Where did the time go?",1,a35b5310ea65fbb3432aa276f0963f52159d2cd3,bb9d0e2fa3012b7e7c25235bf1a86da6758ed781
601af765b247064b5393642e692737a2ae1fbc57,,1,"2023-07-23 03:35:36",c9639a846f26958863b8fd06ebdf5937d0799b64,"Pink Houses too 🏠?! 🏡?! 🌸?! 💖?! ✨?! 🖤?!",1,a35b5310ea65fbb3432aa276f0963f52159d2cd3,bb9d0e2fa3012b7e7c25235bf1a86da6758ed781
4ef8dc40c48664537b135c9c69d3b847ad675f28,65,12630,"2023-05-27 01:07:08",3f0532bd9ada2a45138aa1576814d1edbb71d924,"The fact that almost every actor has said they had a GREAT time filming this is such a good sign",0,,
427490f4c986b22908d9cda28f304016c7a32b64,,181,"2023-05-27 18:40:27",907b3c6185717b4e6f757113aefd3b7d9ba9bf10,"Worth watching then even if I'm a boy....",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
7dd8e0da8305b7df93146e598c708c8dd3271ba7,,779,"2023-05-27 19:08:14",caa1b5030738e60ad5fde04bec12b9b5757a20a8,"​@PETER !!! Oh come on, even boys can enjoy Barbies",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
b98c1c8b2503b87b1e7ecd9aa4c96225116bf874,,17,"2023-05-27 20:25:05",951705b9bd9b86abd9eee8aa536d62f5db977528,"@@unrulycrow6299 simp",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
831a7220662bdb9eaf5dd3e8de37d10ed78b2d6f,,436,"2023-05-27 21:03:31",15805e0a336959c2d097acdda60c13243cd6762f,"@@UsersmMnkaakja read a dictionary man....",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
196bbb6e4886f81dadf737c776c5a8069ff95cef,,9,"2023-05-27 21:20:33",a897df87936d902e4a6a8db6a1d8b609dd47f7e4,"@@Xx_STRHMN_xX why would you read a dictionary?",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
681c9c53dc42487c139ea56e49ca1e2bbcaff84d,,135,"2023-05-27 21:43:41",60ef8b671f3d2d713500306acae02595b69c722e,"@@DocHudson420 I mean, unless you got an audiobook version of the dictionary, how else are you supposed to use it?",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
af7039e8afb10f161c37fed830d2499717788e3d,,121,"2023-05-27 22:10:37",15805e0a336959c2d097acdda60c13243cd6762f,"@@DocHudson420 because not only do you clearly not know what the meaning of simp is, you apparently don't know that when people talk about you, you say ""why would I read a dictionary?"", not ""why would YOU read a dictionary""...",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
7eba31125e715067f77dabbcfbae6523415650a6,,86,"2023-05-27 22:12:36",c218defd96930acf935197b06cfb3e93d6743173,"I worked on this movie and honestly it was the most fun I’ve had on any production !!! Can’t wait to see the finished product !!!!",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
e7750bb8eccbdf8bb1b0623703868813e0ba406c,,7,"2023-05-28 00:29:57",9e42339c65a746098a2d16a94dbe9653f247524e,"​@@moo7053 SPOILERS??? 😅😏😎🥴🤔🤨🧐🧐🧐😇😇😊",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
e993049dea867fbb1959ad2cf1b4249032f32061,,16,"2023-05-28 02:03:27",801c877632d79719c4450f82f97bb3192e08e467,"@@UsersmMnkaakja simp how??",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
ff6d20e323dfacd0d020ffd001fddb68ed38b1ca,,35,"2023-05-28 02:03:45",801c877632d79719c4450f82f97bb3192e08e467,"@@PETER-pb8yw i used to pretend the barbies were my girlfriends as a kid lmaoo",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
e35142ec039e6f1436017f3aa4907e7c895d2633,,2,"2023-05-28 04:34:00",652a0c4ced04060eb8aaffe47a977af0060e5755,"Will Feral caught me by surprise!",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
4e1f6f8f7c17386d758fbdbc4be4cd06e5163d3f,,0,"2023-05-28 06:13:38",ff8fbc0f6a3e91db84d90a0cc7fe849c3f5373e1,"​@@UsersmMnkaakja no b*tches? Yeah we figured",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
8dd1f4620a5990998e45a4f2a217abcd1309cdad,,4,"2023-05-28 09:34:25",7057e01a3aa6353b1bf7f4d38387b8487b0e1573,"I mean. I think people had a great time filming cats. Sooooooo... :-/",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
b0227e291cc9131d4d71d72d9005f519f21743df,,4,"2023-05-28 10:38:46",fd8b5b23e285ebeb6b5a889578ad0c9791bdc0b1,"Well, every single actor says that after filming... The real truth sometimes comes later.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
7ee18ab1c59e959250a5609ab30c422601e8d462,,1,"2023-05-28 11:06:53",c8300fae9a909f378aaf5fa2305da2be3599e213,"@@PETER-pb8yw gae",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
c345c07f01b92d66992b6383c47911994de4e694,,1,"2023-05-28 17:39:14",7c992c5f22b844acd6b5eb1446b006e5d111319f,"@@Timelord299 hot",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
741358418f688724ca9a5e6e242e00b46c73f17a,,2,"2023-05-29 14:34:04",78335f595cac9d127b85cc54a521d22aeded880f,"@@PETER-pb8yw your gender has nothing to do with it",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
d2b8007fb0760c27afa64cd95e969ca8966aae14,,15,"2023-05-29 16:24:39",e2bbbeb135284421aac57adc9613e227e986cd33,"The simp comment sounds like its coming from an 11 year old terminally online child just parroting back buzzwords. Just a kid, not that deep guys. kids throw rocks and they don't land lol",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
3c76b0fe2682313d068c98ee34cff3badca6dd21,,2,"2023-05-30 11:20:50",445affd74bbbdc394aa5efa7bd4aab642019f0d3,"There’s lots of horrible movies that were fun to work on",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
fa75851972e962805ca22c2dab0a2ff71f17b1d2,,0,"2023-06-04 21:12:58",19fc33e32e68d936230ea6fe976bc961f531bc76,"@@Xx_STRHMN_xX that wasn’t the original commentor",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
29ff19d78b8543b2b25a237b8fb905bdf508fa5b,,0,"2023-06-05 09:35:51",240910372fd40155c7ad5d972149ae4d397af43d,"Why would you believe what Hollyweird actors say. They're conditioned to lie every second.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
a0ac371fe400d421cf30cae350963d6576beebe4,,0,"2023-06-05 14:24:32",e12fdfa77b5881f3c10476e39d1f6b11ba2330cc,Exactly!!,1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
9a72142c8c99a8d033f2b773a3c477ea181a6e2b,,0,"2023-06-05 14:24:37",e12fdfa77b5881f3c10476e39d1f6b11ba2330cc,"@@PETER-pb8yw ofc!!’",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
