id,replyCount,likeCount,publishedAt,authorName,text,isReply
375181c4d39d04a2f6a7a5bd1dd44ed553f4980b,491.0,16034,2023-04-11 13:01:55,0bc7aa69967d2518ef35527860757a62c572fa5e,AYEEEEE!! Can't believe this is happening!!,0
a54130b21f1ffc02a46a75d6d88e593ea0cec760,128.0,8446,2023-04-13 21:54:18,9f962b9fd3bb5d00a5427da991942fa654fdfe4e,It really is a great time for the horror genre. It’s nice to see smart drama/horror films getting the respect and interest they deserve.,0
84c0f8eba3f1a4158ccf3e781bf095c83dc85b32,88.0,5329,2023-04-16 12:01:35,93b0d77b407ec9ec147f1007c8b42f44b8c949cc,"A24 has some of the best original horror stories. They seem like they have requirements for directors to be original,because everything they put out feels fresh.",0
c3489fc5100dcc6c83ab3ddd4581c2469d12b816,57.0,3619,2023-04-11 13:18:41,b27c3b06526c23d4c514f39be8a269de080b7bca,SOMEONE SAVE THAT DOG,0
5b707c811127a69e8cec9b3a9b16ee16726bdbda,121.0,3587,2023-04-11 13:31:54,36927621583e9fd2b02cb6d5c7cf72b819f256b9,Was waiting for more A24 horror. They literally never miss. Can't wait.,0
fa1a87f9d6801159c3a927e7eada0e78b4b479dc,32.0,3552,2023-04-11 18:41:00,db3ebadb62751ef64b18d648b71e5437b05dd5f7,"As someone who's been watching RackaRacka since childhood, this is putting a huge smile on my face to see how far they come. They were making funny videos with Ronald McDonald, now they're making a full on horror film. I am so flipping proud of these two and I cannot wait to see what this has in store.",0
14a39bd6302190dfbf859dc3e9a2c96d4f2cee14,30.0,2214,2023-04-12 11:48:41,b4ea1e9f39fe777ea8d15ceb9144aec6d522d93a,"Whoever is running A24, I can't thank you enough for all the great movies you distribute. Basically a blueprint in how to run a distribution company and a lesson to all others that you have to have an identity and a soul so people can relate to, like, and trust you to give them quality every time.",0
c81c8c340ce4c320c8cb125361548c77cd3b36e3,34.0,1847,2023-04-11 15:13:39,b0683cab6c58551d7a8099ef5c622ff89b525326,"So proud of Danny and Michael, saw this movie last year and it was a blast! It's a must see in cinemas!",0
a2530689ef5cf5ae4d10589c12214338380ec836,6.0,1405,2023-04-11 13:49:11,887f73428c61d5523e242d539e1ad0882966dba0,"I’ve been following the directors’ journey since elementary school, as someone who did YT for a while and transitioned into filmmaking, it’s amazing to see this. Phenomenal work y’all 🙌🏾",0
b935881a9517f7dec77b1ef9e867424fef424d0d,16.0,950,2023-04-11 13:25:11,daf83a8cbfa4b460350f4c016570cc7eaac72e5f,This trailer looks intense and really shows what horror and addiction is. I hope the movie turns out awesome. So happy for the brothers!,0
90a7b4609ab999a0430b322dc78de4d0a213ecb6,25.0,833,2023-04-23 12:59:57,8651bf25d5dfebd36d088168e6743a8fb3f9db6b,A24 sure is one of a kind. Talk To Me isn’t your generic horror film. It actually has real substance in terms of its plot and characters. We can see here how the psychological aspect to it takes center stage.,0
8686051cee09369c0eb644a757fefb7855cd6c3b,5.0,456,2023-04-11 13:20:00,102be8563b0b48f3db637cdf73a585b317403ef1,So fucking happy for Danny and Michael. All these years of work and dedication are paying off. It is fabulous to see,0
7f6777f6150b79966c229c1f5051edbf92b5f7d1,6.0,447,2023-04-12 08:55:45,9bb04da9284a416a6cd74d51645b660efb9d2237,"As someone who's been watching RackaRacka since childhood, this is putting a huge smile on my face to see how far they come. They were making funny videos with Ronald McDonald, now they're making a full on horror film. I am so flipping proud of these two and I cannot wait to see what this has in store.",0
46eef71af15b813f44b637f8e5cc93be976b18ef,19.0,300,2023-04-11 13:04:22,e69b9c6291ad8c8252bcb4ea0887863780b0b597,"I was at the screening for this at Overlook Film Festival. It was the Secret Centerpiece Screening there, and it's one hell of a ride! Trust me, you guys are NOT ready for this one!",0
72f1e41f6f6a2eac62860ebfc437e74b47abb8a4,5.0,277,2023-04-11 14:10:19,f84121e458e2158e0b91621435d987f9135caaf8,"Australia represent!! so proud of how far Danny and Michael have come, cant wait to see this one!",0
3822ecb3f1d951de02759bb7f63c4702a68364fc,7.0,269,2023-04-13 01:48:37,ef792062c37cbf2a81e46b0df13c8cf12f963080,A24! BRING IT AGAIN!!! This studio... one hell of a track record. It's truly incredible how many great films they've put out. It's like a list of Criterion worthy movies down the line.,0
551ebad65c94c170a65b1221d3b207b5290a6985,1.0,239,2023-04-11 13:21:59,307519623302d44fa32488d7634c13b98b53e78a,"I can not even begin to describe my excitement for this movie, I know and have worked with a few of the actors and crew and have been hearing about it all for months!! I’m so ready to see this in theatres ❤❤",0
1da31a0e763e376e7ad6569b0d5a800801860ead,0.0,215,2023-04-11 13:15:04,7b70679e68596b25231362f966eb4ee776fa073f,It's amazing to think that 2 crazy brothers have now made a film I'm very exited to see. The imagery already looks great! Can't wait for July!,0
0f199a2857ba7d8fb533819435f2e137473fd598,9.0,179,2023-04-11 13:06:29,479d4e03daebdf89c6d951f6e88046e777257806,It's nice to be part of a moment of cinematic history like this,0
ddfe20b65f05a3887d327788830f6aa46435a68f,2.0,173,2023-04-11 15:01:50,1c225806504a44e70746c2aa2cd4a64385c9b130,I remember hearing that RackaRacka wanted to get into filmmaking and I never EVER imagined them getting to this level so quickly. I’m glad their talent was able to shine through and they’re getting the recognition they deserve. This is gonna be one to remember,0
5ae1d1992a30437fc4f65b0533adb0940874455c,2.0,136,2023-04-11 23:51:30,3b5e814f585ff3d3a1cb15853cf20246e683adf3,So good 👏🏻👏🏻👏🏻,0
99ad76dccf33dd8c957b78b9a79941f08daa71f9,1.0,114,2023-04-11 13:13:55,c35ae5b14cdbda4fcf81d60812c102e6e6933c2b,Amazing work boys!!! These 2 deserve all the praise and hype they get. Let's get around them!,0
b222c1cb826531007095a65de12e3ad8c1189475,3.0,94,2023-07-11 13:45:02,2bdc78d30be79da8a4107f756c314df2224cb0c7,Just watched this as a Monday mystery movie showing at Regal Cinema. What a great movie! You could hear a pin drop in the theatre. Everyone was on the edge of their seats! Can’t wait to see more from you guys 😎,0
10bc9ee47627df7097932ff8202e5c6518a28158,0.0,83,2023-04-11 14:57:38,43307563c990f3d601bd63478fbd324ed42275d7,Been following the racka boys for ages. Proud of them making a big movie and it getting picked up by A24 at Sundance is so huge. This looks insane so keen,0
2610a16cbf24a3824ccccf3e24829ee8d3c599e2,7.0,82,2023-06-06 01:47:43,86f15a62a8b80c3e12cbd5fd4a1bacde367a4380,"Was lucky enough to see this flick in New Orleans last March as part of the Overlook Film Festival - it was the Secret Centerpiece screening. Believe the hype for this one, and don't miss the chance to see it in theaters this summer. Not just a great horror movie, but a great movie that happens to be horror.",0
652cceed445cba3eef66ca53a5c58d7d18bc9383,14.0,71,2023-04-20 00:49:53,9954e9a50be1c1a102c34977a01a83e12ff03e65,YOU NEED TO SEE THIS MOVIE!! One of the best horror films ive ever had the pleasure of seeing. Its brutal and tense and amazingly acted.,0
fea2eb84292cc5971e32ab45d02758065343643a,0.0,71,2023-04-11 13:14:41,7ca222939723a0ccaa5bd0cabb48fc8b753c5cdc,"This is surreal, the fact you guys went from Ronald McDonald beefs to a whole life A24 movie is insane, so proud of rackaracka",0
8a7f92f29a0ee49a16921135e53f0b342265a401,12.0,66,2023-04-11 13:30:46,539f5e5ae8f0a1d5e0c8331a19f38495357f2259,"This is the best horror movie I've seen in ages, you're all in for a ride",0
27ab59ba6e07abf20c6e4eaee10db18a69d3ba9a,0.0,57,2023-04-11 14:08:25,df35a36859aa5993c75c55ff36e2fa291e3b49d4,forever in love with A24 for pumping out stuff like this,0
3f0f8e5dd3276c2f8700f09fc5ccc1ba9ecdab50,5.0,53,2023-04-11 23:05:53,9c458fb13ea278d5d77540db64f5496974fe5bfc,"With all the releases from A24, they solidifying that they are the best production studio out there right now.",0
