id,replyCount,likeCount,publishedAt,authorName,text,isReply
bbfe574245de187e8f2c50728ea9c67124347482,283.0,44170,2023-04-03 18:25:16,ede6fffaad977e03921b4014d408bc45721b9d33,Massive respect to DC for promoting the comics at the end - that’s gonna be great for the people who worked on those!,0
3fdfc742a1bdb34670bd98757e734f162d8ea707,197.0,20423,2023-04-03 16:36:31,9aff56822af82a757de684b6c4533d9e7df5a451,The way they captured how terrifying his first transformation and assimilation into the suit was amazing and you can't convince me otherwise. Edit: How do I mute the notifications for this comment or will it do it by itself,0
c690f7a62a317d12bd83377b6c0e06baeb74e785,70.0,9865,2023-04-03 19:35:38,ea76a7ac1f4b3f371499c76b538618bda67bafb0,I like how his whole family watches him transform into Blue Beetle. It's actually one of the few moments you see superheroes and their families get involved. You don't see that a lot.,0
ff430504f638fdf0970d942ae15f43194c5b4e9e,70.0,8111,2023-04-04 01:41:26,bca7fa519035e4ce3eb1b6ad2bd0efd05795d947,I like how his whole family watches him transform into Blue Beetle. It's actually one of the few moments you see superheroes and their families get involved. You don't see that a lot.,0
0ce4ecfa189128b92053147bc439eafa4ced4d76,54.0,4587,2023-05-12 04:26:25,57c7ecfa3951af9ea5307ec50586dd0873b32129,"I love how Reyes’s family is along side him even trying their can to help him, unlike other hero’s hiding their identity",0
c692659f3c1e2c5c23f42fc77d15a65023dfe5b9,22.0,4079,2023-04-08 15:34:42,62116b035d949d65800942d4475622d7092ac46b,The armor looks way comic accurate than I thought it would be. Massive respect for that,0
8bfdbee7406c2b6f4d63e3d3a68cd90b56b40ba1,62.0,4032,2023-04-03 17:21:44,83f19712ef7a213f38a5b29abedc23ac407a639d,This looks pretty dope I’m excited for it,0
ee688a0820e15007d61570ed79f134836935abeb,29.0,3201,2023-04-03 22:12:27,170fb3c8948f12aff7b515e896c3b86da83af4c6,Big belly burger. That suit. That transition. Just everything!!! Whoever did props and costume for this deserves a raise,0
60cd46ed127ef33a9f287a70f39efeaed76831c5,36.0,3061,2023-06-19 07:48:06,d6aee3560852bd4d0b1d61e8841a82372be831b9,I like how his whole family watches him transform into Blue Beetle. It's actually one of the few moments you see superheroes and their families get involved. You don't see that a lot.,0
7c59b4cfe10cac46dea9a5c9ae140d64af259666,22.0,2822,2023-04-07 09:14:03,1ff97ef99a0e0c2e2864e61c861a47efcdc86a23,First DC movie in years where I am excited that his costume/armour looks accurate and realistic! Blue Beetle is a great character with a great back story that ties into a major plotline. I hope they do it as much justice as was done in Young Justice,0
fb6c864571ef8be15bbc5ad407fa46100f30d457,91.0,2637,2023-04-04 16:56:05,72351a4b83cab3ff529588a04ff70f918405f365,All the kids are going to love Blue Beetle,0
e97bfa28c75b038927d5ed4c49f763051f23b3b6,29.0,2551,2023-05-20 00:04:50,3809cfe2c6c1b7dfe9f8407cf9235b028484ef09,blue beetle is such a fun character!! glad he’s finally on the big screen—hope more people will appreciate our boy,0
f02a2c622f3fd124348949546925f939c17ce5b6,45.0,2449,2023-04-04 05:53:53,aa925be029513e2a5e7f6ab364081d5fde035732,"No reason DC can’t make a static shock movie now, this looks great.",0
2aaf0572d40b510bb07268ed5ff1974bbea6cb57,28.0,2422,2023-04-27 09:35:39,1d8d5d7b477cb0f2bbaaf33813f28c4982813186,its just rare to see a super hero movie that your family knows your true identity and supports you doing it. I just love this kind of concept♥️,0
