id,replyCount,likeCount,publishedAt,authorName,text,isReply
28e536f6808d2b824eb0af1a517c46db1f74bd9d,55.0,4154,2023-08-02 04:15:08,42612836937be4baa86adeaf8bcc6d8d25159c38,What I always loved about these films is how he gives the evil people the chance to do the right thing and they never listen so they suffer the consequences.,0
f1d722fb72a4efbc7512a111ab34bc35c94af4c2,80.0,3613,2023-04-29 11:05:04,8ba7b72f00ad36c3f63e2af5777072d2636da51f,We demand atleast 6 Parts Denzel! Give the people what they want.,0
8bb5d304bb30e3dab9d967775d35bcb12a13e542,49.0,3163,2023-04-28 04:41:00,e9f425abf5df79d65eb887bfa89fa208bfd3ef16,"Oh come on, this is one of those series that doesn't have to end. Denzel finding bad guys to punish will never get old.",0
67e2814553f875cbebd991a8e4f5025c56b9ed86,13.0,1290,2023-07-23 12:18:16,6c7d79737c500995a910615f1ae2cd2b73784bea,"Denzel’s acting skills, his style of acting and expressions are all purely made for the art of cinema",0
67df4606e0d61becdc578d76eff846956d03f04a,23.0,884,2023-04-27 18:42:36,58475ebe8d0ac8178ccdc762db00650d09b3c32d,This is a must watch. Looking at Denzel and Dakota Fanning acting together almost 20 years after Man on Fire. I’m thrilled.,0
42b467af4abec85e6146f8640ba81cd9f048dcdb,6.0,817,2023-08-24 18:16:44,4fcb3eceeb2d0500e863a375fe607b41626388f2,"The simplicity in his talk, his clothing, his action and his presence of mind make him one of the best actors till today. It's nice to see him back. Love and respect, Denzel❤",0
cf85e6509d93e6cf971defe3649856797a084ce6,36.0,783,2023-04-28 22:50:37,78e13f4ae98da52c30372dbc972d51e50b1e37d2,"Denzel Washington is Robert McCall as Keanu Reaves is John Wick, 2 great actors that bring characters to life. Pure art.",0
dee041e42bb68ce8b4ba8b160deb4660bcb94e02,48.0,719,2023-07-27 14:19:06,4371fb3909abb944e97562c91a37544b783c4f7e,"If Denzel and Liam Neeson ever do an action film together, I'm throwing a party.",0
331837f1386c649a4b3ffa256a9833ec3d09cfc2,2.0,558,2023-04-30 18:49:44,61e781bcc3f9f9e3c395eb69315c5f96d3ee28b2,01:43 This is such an Equalizer moment. The underestimation and Denzel casually explaining the harm hes about to do yo you. Love it!,0
41c25879f36f152de6786cbbe35fde4f9b46cd1f,7.0,522,2023-05-01 10:29:56,5cd9764a5fcc57678841e23ccba7adb6f3607bf9,"The Equaliser movies have been some of the best ever written and produced for the big screen. Hats off to all involved. The only disappointment is this is the last one for Denzel. He has brought composure to each one of these films and realism. I can watch them over and over and never get tired of them. I hope he reads the comments on here and reconsiders his decision. Whilst I understand these movies were only ever meant to be a trilogy, they are in a league of their own. Theres always room for one or two more, just to keep the fan base happy.",0
91bad8c59f18570c7b5434c988437d826898e691,21.0,423,2023-07-23 22:31:23,023bf5900e4ffe8764e00bc4f0885b8dab3e6322,"It makes my heart happy to see Dakota and Denzel back on screen together again! I decided to watch Man on Fire again today after a long time of having not watched it, and I forgot how good they were together on screen! Dakota was so good even back then. Kind of odd that she’s only shown here briefly. I hope her role is larger.",0
3b425615858a0ea756bf7469f2795bb50d914fa9,4.0,416,2023-04-29 05:08:40,73e3356a28e30d404aa0d88657d63abc712ea305,"I love Denzel. I don't care if the movie is so-so or the best-of-the-best, he's always good in his role. He's one of the few true ""movie stars"" that we have left. This movie looks awesome!",0
27e1acffffe658df70ff5dc2de22ea5d257da979,34.0,405,2023-07-12 01:01:38,ff88c520d4f0f3582cc0346b04158df984da3405,"Denzel's character is more realistic than John Wick, and still puts in just as much skills.",0
4f3a5095a242ddf50b016124d7f5bc437e73f624,1.0,393,2023-07-27 01:40:14,fa819bf4a109dcc8958d031e5a4495751ecdf6b2,Denzel never disappoints he is what an actor should be give him all his flowers now,0
c159061ada48481c27dc889b419a44371af1e9c6,30.0,375,2023-04-27 18:55:30,9277a642d54773451f0af5df8429e57ff8211aed,It’s hard to compete with John Wick when it comes to action movies but this is one of the few unfinished series that can. Denzel always delivers great work.,0
42c3b0fab6cb0aa3e2cef379d7392ea4912ecd9b,4.0,366,2023-05-19 21:48:35,73ff331fc255da8fa0368172a98f6d6ada181d82,I love Denzel I hope he NEVER stops making movies and making appearances the man's a great actor and an awesome role model!!,0
8e09263d738ac9c9ab0fded9bc69830ba6cd3516,5.0,329,2023-08-07 23:22:03,671e9c7c0f85c956c806801d680ea0a8c01f4c26,I love how there's at least one scene in each movie where he details the exact nature of the punishment he's about to inflict in medical detail. Chilling!,0
10b4ad672af81332291c3f1e6f769440214ffe62,10.0,308,2023-04-27 11:39:26,e0f4f1b2408e5449897f6ded9d700bfb57669085,"Seeing Denzel beating the shit out of bad guys never gets old. He might have gotten bored doing the same thing again and again, but I am just grateful to see him 3 times in the same role and for the makers who succeeded in showing him with the same energy.",0
a07a2dfb85de30df32fe8c0fad73384dc70b02fe,8.0,308,2023-04-29 04:01:32,ec658ce3992949263d7dc4dfd1b00784ee27e2de,Hands down one of the best series of our time. A few decades later it will be a classic.,0
e90af50efe2a59e70a5c0bcedb54f5f74a390db4,4.0,293,2023-04-28 00:10:13,1470a71fec6935d6983985a7014279d08aac30ab,Love these movies bc you never have to worry about Denzel facing any type of hardship in his fight against the bad dudes. Just straight stress free action,0
5f9347c1b4000687900d4a723a930a02e5023a08,16.0,289,2023-08-16 03:22:10,05d0591730c7996f7ed93e3fc4a426956c7b9121,"Absolutely obsessed with this series! There needs to be part 4, 5, and so on. Lots of other countries can benefit from the services of Robert McCall.",0
d9137307ad5523aee59135d67b8ea3e67974bc7c,9.0,276,2023-08-07 13:10:35,49106526aca12238b33d2bc93918abd85370187e,"What I loved about these films is how he shows that evilness might look powerful on the outside, but they are actually weak in the core.",0
a7dc27ceffd91d33f68b47dc4ed0bd55f9199251,7.0,235,2023-04-28 05:19:25,807c321e9c024efed339846dc941c2e15cb3390b,"In a world gone crazy, where criminality is rewarded, this movie will be a welcomed event! Denzel Washington is simply amazing.",0
