id,replyCount,likeCount,publishedAt,authorName,text,isReply
05fa3319a824749ae0d5198060743a36bdbb1b63,307.0,19306,2023-05-17 15:22:16,ce0a38121bcd9fccf1d77f93b0a5bf81c810df8c,"This franchise somehow keeps getting better with every movie since #3, it's insane!",0
e9560d586b89cbee2c3c61e9ad9ac192f0766323,142.0,8885,2023-05-17 13:02:33,bd3f6218033f3380b51d8e2a7d37368dcba65bf1,Cannot describe how hyped I am for this film. LET’S GO.,0
709258501d2bba133095c5cd8b9d45d0e2947186,112.0,3761,2023-05-17 20:47:13,5bc64cab76723dfc47bcd1558cae89182db58103,"Confirmation Tom Cruise is the greatest actor, stuntman, producer Hollywood has ever seen. And somehow he never seems to age a day",0
f74333c02b6c9b73aa7cfb743a9f8341dbef9dec,32.0,2784,2023-05-20 20:54:35,01a9cebc7d1fe237e2670d40c29aa446e516478f,"Tom Cruise is the textbook definition of a summer blockbuster. Now that he’s 60 years old I hope he’ll be with us for a long, long time.",0
d696e2386db4e112c7766238c48496ddc83f12f8,23.0,2542,2023-05-19 06:17:27,ac6815421d8eb1bbb814eafcb35ffc48f0f927de,The Respect that Tom Cruise has for his audience is amazing.. his movies are always meant for theatrical experience ...never lets down.. Keep going ..Tom!,0
4e330ac700920fa2fc8e5f3d586b484de0658f0c,20.0,2064,2023-05-26 20:52:39,ae6494eec50ef01839f59852538696e9ffd169a2,"Dirt Bikes, Aircraft, and a Mission. This looks awesome!",0
d9b430706d85e33c774a10bb29c7bce46bd96848,27.0,2022,2023-05-18 16:27:43,784a21e337cdcf0ccad7103d464017e828bf8943,"I love how Mr. Cruise created a franchise that is so similar to James Bond but so unique that it stands out on its own and has grown into a masterpiece. Way to go, Tom!",0
00d2af2beed50dcd288113d2b164b03a1537a0a1,26.0,1833,2023-05-21 22:03:17,2c2007975cf9314a717bbd69e0db6aa95ad20b00,This is peak action cinema. Massive respect for Tom Cruise for performing 100% of his own stunts.,0
b923d2fc2a27bd092e7edd9c8868619ef8cac57c,58.0,1618,2023-05-17 13:05:47,f711d02b00c57ef6b19efce2f8b90b8598aa8f7b,The fact you know that stunt at the end is 100% real and done by Tom himself is one of the reasons this is one of the best action franchises ever.,0
d6cf69e41b648236a23ce91c7fe0d5eec79638ac,11.0,1498,2023-06-05 14:38:27,bb9c827849325f218ba097113159fb0e8973b1dc,"Huge credit to the cameraman for not dying, this proves that the cameraman never dies.",0
724aea29bdf328578ce484d0a7b844790a6936e9,7.0,1455,2023-05-17 16:32:06,63eedeef1e0eac9958fee26d581bc0957d253d4a,Found happiness back because *AWM23K* is leading a way where it's actually possible to be happy even after all we had in the recent years. I want to share it that's why it's here now,0
e96a3944f4c0a37032edf65de3f26f4441ddec8f,19.0,1436,2023-05-19 12:01:52,31b1407fdb28441f6987a95cec053ef490def975,This is peak action cinema. Massive respect for Tom Cruise for performing 100% of his own stunts.,0
708a1d7c7c479b2644f6f51f2edf26304bb9b56d,2.0,1406,2023-05-17 19:05:10,89b72c3b27aba509f70e14f55f04d5f5f75d67c0,"Lucky those who have *AMZK25* right in time, unlucky those who think it's meaningless. There's a reason why so many would write about it no matter where you lookin' at",0
39e31261aa7a989837c701e1c0d762056c81c5ec,24.0,1331,2023-05-17 14:11:41,d60f737489fe5dafff1fc888f9154a0f197e50d4,Very consistent action franchise and Tom Cruise 60 years old and still doing his own stunts what a legend,0
55f1e7f10d2a8e2e1b43b97c4357e45a5b56e93c,25.0,870,2023-05-18 16:54:03,72351a4b83cab3ff529588a04ff70f918405f365,Goosebumps at every moment.,0
01e4b86a367f73303df7563c017acf9e5f86aff8,16.0,839,2023-05-17 14:33:27,5c8b6e598853829813689aff8a747eda40ef5c34,The fact you know that stunt at the end is 100% real and done by Tom himself is one of the reasons this is one of the best action franchise ever.,0
25643052542b01a56d413fa5b7167d3306fd276a,7.0,806,2023-05-17 15:33:44,00451474056c863211515a14e9e764611b54f901,Tom Cruise's running sequence will forever remain iconic,0
386af52c174084aaf0a2ed0e3963cb199dca5144,5.0,777,2023-05-20 02:36:30,be0e8b6c6aace402872bc8d27daf83c75626ef3f,This franchise just keeps getting better and better with every movie. Respect to Tom.,0
269321924c245d168ce5d72fbc2bd31a70736155,13.0,635,2023-05-22 09:08:55,d5da8bd50581370edb7abbc56e61193ae1e0651a,I'll definitely go to the theater to see this. Tom Cruise has proven at this point that he is the summer action blockbuster king. Dude's 60 years old and still does all his own crazy stunts just to bring that awesome cinematography to the audience.,0
81322d264b242f750b00ad8ca0d5048363655d34,12.0,610,2023-05-19 09:13:36,8927ac5126656210d1f9c3e297b149419c8359cd,"After I saw John Wick 4 in theaters, now I see that this is more promising than it was expected to be. Kudos to both Tom Cruise and Keanu Reeves for bringing the audiences' a$$ back in the cinemas.",0
645c6ff62eb13cc256df1ba36facd5b1b75fdeaf,12.0,600,2023-05-17 13:12:32,f9fe4893181ec7e09bcf482c4dce894023e1d889,"Tom Cruise is 60 years old while still at the top of the charts and still risk his life doing these incredible dangerous stunts for the sake of our entertainment, that's true dedication already. Say whatever you want about Cruise but it's you have to give all flowers to him for the passion he has in his job",0
f20037255cd2440c5896f2c6ff18c6467d94e04f,12.0,596,2023-05-18 06:49:01,1116433dc8284df18c18bbec9e8ee426e784c05c,"I adore this movie franchise! The way they continue to surpass themselves from the previous film is admirable, and what's more impressive is Tom Cruise's practical stunts at the age of 60! Phenomenal! 👏🏾👏🏾👏🏾",0
53763783502cdfa62d81d4bc36864fcfc6f07cd9,4.0,567,2023-05-19 16:01:36,61ee6aa0b5ef5a020b069c12756890db53788369,Tom Cruise running is everything 😂... never gets old,0
8c6f8a46d2b058d8500edf206f31f8344894f2f3,6.0,540,2023-05-17 23:42:51,81cb7d1142f499ebf18a7a71d4594d719422326e,The Mission Impossible theme always gives me chills ❤,0
5c04cdeb2a37be3ca5442f82b3a721d2f2843b28,12.0,525,2023-06-14 09:21:04,1e96a009c86a0d6542d8d9198d2b5d30353df04a,"I have watched the making of this movie, goosebumps. Massive respect for Tom, for authenticity he plays with his life. And on top of that, at this age, he is doing all his dangerous very dangerous stunts on his own. What a fitness Tom. Keep the adrenalin rushing in our body at its maximum. Best of luck.",0
b51c9f8c11f65b40c2cc8ac78b8444ac19751fd4,13.0,510,2023-05-17 13:06:14,a9cf972d44866933fba1efb60e46e11fa463753c,Tom Cruise is 60 years old and he still runs like a total badass,0
dac8398373c38e2416eb85c6630a4c4545ea3e1a,4.0,490,2023-05-21 02:17:02,5301f606b734014a02c62180cd7ef2d4a552fe31,"I love Tom Cruise and the dedication he has to Mission Impossible, he's the modern day 80s action hero who never ages. We love you Ethan.",0
