id,replyCount,likeCount,publishedAt,authorName,text,isReply
8626fcf4de3b2268c48c04bfd3070c0efe1ad752,464.0,34936,2023-04-25 19:22:14,fb17b9c86a28b851ce716c995dfb399093088136,"""These scars we have make us who we are. We're not meant to go back and fix them."" This line from Ben Affleck is so amazing👏",0
fb8d1fd842fe719971fb90419d1490aba368ad38,220.0,8417,2023-04-26 06:49:42,cec8f88b2a8472d2536622096569c88ab2ec327f,"It's hard to put into words, but this is real life. I was there in 89 on my 10th birthday watching Batman in theaters, and here I'll be watching Keaton once again behind the mask for my 44th birthday with my 14 year old twin sons. How I feel watching this trailer is truly indescribable with words.",0
592863b301795bd37ba9dd73267c8a11a8ba943a,68.0,5389,2023-04-25 19:18:37,7758947c7f5940e065676a207b575ed4cecca5d0,"Seeing Michael Keaton,Ben Affleck and Michael Shannon all back in their respective characters definitely does put a huge smile on my face!",0
9d5a818a4a6d60decef811809ea6d9418fdf5371,123.0,3459,2023-04-25 19:52:17,7cc3e07aa5607a359492c607a18beae854c09b48,"Let's be real, this isn't a Flash movie for us... it's a Batman movie with the Flash in it.",0
1284ab76d3ccb6ffb53bc7b5125e9024f50fcd59,32.0,2741,2023-04-25 21:59:18,c6a81da28ae95d4bac34d818f7685c78b6462a51,"This shows that even in his 70s, Michael Keaton can still be an awesome Batman",0
dbbe89c5df2cec437a0e64c96a0d6c743f5f8065,75.0,2640,2023-05-05 19:02:49,d6aee3560852bd4d0b1d61e8841a82372be831b9,I know we're all excited to see Michael Keaton as Batman again. So am I. But is anyone else besides me happy to see Michael Shannon as General Zod again??,0
b2b52d46c19da67383c9c8b7a25532c19cc61799,68.0,2359,2023-04-30 04:05:55,077b10ee05ab40168a560df9ee7c03b8b5da3f23,I guess Tom Cruise wasn't lying when he said this is what the movie industry needs 🔥Looks amazing!,0
e22884130e8771cd07f8275fd857dc5fa2eb6744,35.0,2246,2023-04-29 11:28:06,6a10dad53d42a0634f5f6950bbfab4a8a50b4862,Nearly 10 years later and it still gives me chills to see General Zod back in the DCEU!,0
d89bda267ce7b191f96fdde0b60a4b37c92f3359,46.0,2190,2023-04-28 04:09:20,03c27da5eccfec887a60683aa5359301a9fed1c7,"Let’s not forget this, Michael Keaton is 71 and he still takes on the Batman role!! What a legend 😭",0
d48c6952478260e34932a4814775fe102df505fc,116.0,1914,2023-04-25 19:01:48,6494210acf712f6c0699103067d92641ded96600,This going to be one of the best multiverse movies ever!,0
e08148da809202a6d00087adbc1c8d9d27e8573c,9.0,1764,2023-04-25 22:32:18,00451474056c863211515a14e9e764611b54f901,"Nearly 35 years later, and Michael Keaton still got it.",0
18ee1232614ca66806b22c0702cf4bfef2c4e2d0,17.0,1692,2023-04-28 09:26:01,c1b8036c97811d17c449aeb413b0659de8f9ecc0,It’s crazy all the superheroes with powers.. but Batman jumping out the plane is still 🔥,0
51d2d58153a487d7d505544227d9691bd0d4429a,34.0,1553,2023-04-30 04:20:34,f2286c3e62113deb209823259cdff5a65c3c96a3,I really love that Keaton isn’t de-aged to make him look young or anything like that. They just roll with him being an older Batman whose been fighting crime for decades and never fully got over the murder of his parents.,0
2c5be2e3be23290804cc388ac9f46746c3b65f8c,46.0,1377,2023-04-25 19:29:23,511d8551329876a77bf3649f72b4215f52e6309b,It's so nice to see Keaton and Affleck both as Batman in one movie. Looking forward to see this!,0
830827b5bdfdf62c66acd299ec139a4f68833b0e,38.0,1338,2023-05-02 03:11:14,2361ac1cd368d60a6f2afa596109b6f96027b567,They need to have Keaton back in his own movie. I'd love to see him in the Batman Beyond movie.,0
d34db8f8abb9a6cfb79274c74e6bc2d9bd6bc675,73.0,1328,2023-04-26 02:59:34,a1b65eff095837ec77a22b47e30524b8ecc2d6b0,"As a Marvel fan, I never anticipated myself being excited more for a DC movie than upcoming Marvel movies.",0
a8d2d37ce5f9f55b06c725cc360e578b76ce6b23,59.0,1239,2023-04-27 19:13:04,72351a4b83cab3ff529588a04ff70f918405f365,This trailer made me so happy,0
050dd928795377e85ff8c9be1c1836e241ee38f0,15.0,1217,2023-04-25 19:15:02,a65a1847590806bb01f9727ff56d317e26f70f48,"I know everyone's hyped to see both Affleck and Keaton as the caped crusader. But man, it's so good to see Michael Shannon as Zod back after 10 years.",0
